0.5 0.3; 28.13854283 37.18820677 31.99184634 -55.42716532; 0.19235137 0.19695533 0.16867899 0.16983766
0.5 0.3; 28.12376936 37.24525603 32.00765464 -55.39087298; 0.19229067 0.19693116 0.16843041 0.16959828
0.5 0.3; 28.10899589 37.30230529 32.02346295 -55.35458065; 0.19222996 0.196907 0.16818183 0.16935889
0.5 0.3; 28.09422243 37.35935455 32.03927125 -55.31828831; 0.19216926 0.19688284 0.16793325 0.16911951
0.5 0.3; 28.07944896 37.41640381 32.05507955 -55.28199597; 0.19210856 0.19685867 0.16768467 0.16888013
0.5 0.3; 28.06467549 37.47345307 32.07088786 -55.24570363; 0.19204785 0.19683451 0.16743609 0.16864074
0.5 0.3; 28.04990202 37.53050233 32.08669616 -55.20941129; 0.19198715 0.19681034 0.16718751 0.16840136
0.5 0.3; 28.03512855 37.58755159 32.10250447 -55.17311895; 0.19192645 0.19678618 0.16693893 0.16816197
0.5 0.3; 28.02035508 37.64460085 32.11831277 -55.13682661; 0.19186574 0.19676202 0.16669035 0.16792259
0.5 0.3; 28.00558161 37.70165011 32.13412108 -55.10053427; 0.19180504 0.19673785 0.16644177 0.16768321
0.5 0.3; 27.99080814 37.75869937 32.14992938 -55.06424194; 0.19174434 0.19671369 0.16619319 0.16744382
0.5 0.3; 27.97603467 37.81574863 32.16573768 -55.0279496; 0.19168363 0.19668952 0.16594461 0.16720444
0.5 0.3; 27.9612612 37.87279789 32.18154599 -54.99165726; 0.19162293 0.19666536 0.16569604 0.16696506
0.5 0.3; 27.94648773 37.92984715 32.19735429 -54.95536492; 0.19156222 0.19664119 0.16544746 0.16672567
0.5 0.3; 27.93171426 37.98689641 32.2131626 -54.91907258; 0.19150152 0.19661703 0.16519888 0.16648629
0.5 0.3; 27.91694079 38.04394567 32.2289709 -54.88278024; 0.19144082 0.19659287 0.1649503 0.16624691
0.5 0.3; 27.90216732 38.10099493 32.24477921 -54.8464879; 0.19138011 0.1965687 0.16470172 0.16600752
0.5 0.3; 27.88739385 38.15804419 32.26058751 -54.81019557; 0.19131941 0.19654454 0.16445314 0.16576814
0.5 0.3; 27.87262038 38.21509345 32.27639581 -54.77390323; 0.19125871 0.19652037 0.16420456 0.16552875
0.5 0.3; 27.85784691 38.27214271 32.29220412 -54.73761089; 0.191198 0.19649621 0.16395598 0.16528937
0.5 0.3; 27.84307344 38.32919197 32.30801242 -54.70131855; 0.1911373 0.19647205 0.1637074 0.16504999
0.5 0.3; 27.82829997 38.38624123 32.32382073 -54.66502621; 0.1910766 0.19644788 0.16345882 0.1648106
0.5 0.3; 27.8135265 38.44329049 32.33962903 -54.62873387; 0.19101589 0.19642372 0.16321024 0.16457122
0.5 0.3; 27.79875303 38.50033975 32.35543734 -54.59244153; 0.19095519 0.19639955 0.16296166 0.16433184
0.5 0.3; 27.78397956 38.55738901 32.37124564 -54.55614919; 0.19089449 0.19637539 0.16271308 0.16409245
0.5 0.3; 27.76920609 38.61443827 32.38705394 -54.51985686; 0.19083378 0.19635123 0.1624645 0.16385307
0.5 0.3; 27.75443263 38.67148753 32.40286225 -54.48356452; 0.19077308 0.19632706 0.16221592 0.16361369
0.5 0.3; 27.73965916 38.72853679 32.41867055 -54.44727218; 0.19071238 0.1963029 0.16196734 0.1633743
0.5 0.3; 27.72488569 38.78558605 32.43447886 -54.41097984; 0.19065167 0.19627873 0.16171876 0.16313492
0.5 0.3; 27.71011222 38.84263531 32.45028716 -54.3746875; 0.19059097 0.19625457 0.16147018 0.16289553
0.5 0.3; 27.69533875 38.89968457 32.46609547 -54.33839516; 0.19053027 0.19623041 0.16122161 0.16265615
0.5 0.3; 27.68056528 38.95673383 32.48190377 -54.30210282; 0.19046956 0.19620624 0.16097303 0.16241677
0.5 0.3; 27.66579181 39.01378309 32.49771207 -54.26581048; 0.19040886 0.19618208 0.16072445 0.16217738
0.5 0.3; 27.65101834 39.07083235 32.51352038 -54.22951815; 0.19034816 0.19615791 0.16047587 0.161938
0.5 0.3; 27.63624487 39.12788161 32.52932868 -54.19322581; 0.19028745 0.19613375 0.16022729 0.16169862
0.5 0.3; 27.6214714 39.18493087 32.54513699 -54.15693347; 0.19022675 0.19610959 0.15997871 0.16145923
0.5 0.3; 27.60669793 39.24198013 32.56094529 -54.12064113; 0.19016605 0.19608542 0.15973013 0.16121985
0.5 0.3; 27.59192446 39.29902939 32.57675359 -54.08434879; 0.19010534 0.19606126 0.15948155 0.16098046
0.5 0.3; 27.57715099 39.35607865 32.5925619 -54.04805645; 0.19004464 0.19603709 0.15923297 0.16074108
0.5 0.3; 27.56237752 39.41312791 32.6083702 -54.01176411; 0.18998394 0.19601293 0.15898439 0.1605017
0.5 0.3; 27.54760405 39.47017717 32.62417851 -53.97547178; 0.18992323 0.19598877 0.15873581 0.16026231
0.5 0.3; 27.53283058 39.52722643 32.63998681 -53.93917944; 0.18986253 0.1959646 0.15848723 0.16002293
0.5 0.3; 27.51805711 39.58427569 32.65579512 -53.9028871; 0.18980183 0.19594044 0.15823865 0.15978355
0.5 0.3; 27.50328364 39.64132495 32.67160342 -53.86659476; 0.18974112 0.19591627 0.15799007 0.15954416
0.5 0.3; 27.48851017 39.69837421 32.68741172 -53.83030242; 0.18968042 0.19589211 0.15774149 0.15930478
0.5 0.3; 27.4737367 39.75542347 32.70322003 -53.79401008; 0.18961972 0.19586794 0.15749291 0.1590654
0.5 0.3; 27.45896323 39.81247273 32.71902833 -53.75771774; 0.18955901 0.19584378 0.15724433 0.15882601
0.5 0.3; 27.44418976 39.86952199 32.73483664 -53.7214254; 0.18949831 0.19581962 0.15699575 0.15858663
0.5 0.3; 27.42941629 39.92657125 32.75064494 -53.68513307; 0.18943761 0.19579545 0.15674717 0.15834724
0.5 0.3; 27.41464283 39.98362051 32.76645325 -53.64884073; 0.1893769 0.19577129 0.1564986 0.15810786
0.5 0.3; 27.39986936 40.04066977 32.78226155 -53.61254839; 0.1893162 0.19574712 0.15625002 0.15786848
0.5 0.3; 27.38509589 40.09771903 32.79806985 -53.57625605; 0.18925549 0.19572296 0.15600144 0.15762909
0.5 0.3; 27.37032242 40.15476829 32.81387816 -53.53996371; 0.18919479 0.1956988 0.15575286 0.15738971
0.5 0.3; 27.35554895 40.21181755 32.82968646 -53.50367137; 0.18913409 0.19567463 0.15550428 0.15715033
0.5 0.3; 27.34077548 40.26886681 32.84549477 -53.46737903; 0.18907338 0.19565047 0.1552557 0.15691094
0.5 0.3; 27.32600201 40.32591607 32.86130307 -53.43108669; 0.18901268 0.1956263 0.15500712 0.15667156
0.5 0.3; 27.31122854 40.38296533 32.87711138 -53.39479436; 0.18895198 0.19560214 0.15475854 0.15643218
0.5 0.3; 27.29645507 40.44001459 32.89291968 -53.35850202; 0.18889127 0.19557798 0.15450996 0.15619279
0.5 0.3; 27.2816816 40.49706385 32.90872798 -53.32220968; 0.18883057 0.19555381 0.15426138 0.15595341
0.5 0.3; 27.26690813 40.55411311 32.92453629 -53.28591734; 0.18876987 0.19552965 0.1540128 0.15571402
0.5 0.3; 27.25213466 40.61116237 32.94034459 -53.249625; 0.18870916 0.19550548 0.15376422 0.15547464
0.5 0.3; 27.23736119 40.66821163 32.9561529 -53.21333266; 0.18864846 0.19548132 0.15351564 0.15523526
0.5 0.3; 27.22258772 40.72526089 32.9719612 -53.17704032; 0.18858776 0.19545716 0.15326706 0.15499587
0.5 0.3; 27.20781425 40.78231015 32.98776951 -53.14074798; 0.18852705 0.19543299 0.15301848 0.15475649
0.5 0.3; 27.19304078 40.83935941 33.00357781 -53.10445565; 0.18846635 0.19540883 0.1527699 0.15451711
0.5 0.3; 27.17826731 40.89640867 33.01938611 -53.06816331; 0.18840565 0.19538466 0.15252132 0.15427772
0.5 0.3; 27.16349384 40.95345793 33.03519442 -53.03187097; 0.18834494 0.1953605 0.15227274 0.15403834
0.5 0.3; 27.14872037 41.01050719 33.05100272 -52.99557863; 0.18828424 0.19533634 0.15202417 0.15379896
0.5 0.3; 27.1339469 41.06755645 33.06681103 -52.95928629; 0.18822354 0.19531217 0.15177559 0.15355957
0.5 0.3; 27.11917343 41.12460571 33.08261933 -52.92299395; 0.18816283 0.19528801 0.15152701 0.15332019
0.5 0.3; 27.10439996 41.18165497 33.09842764 -52.88670161; 0.18810213 0.19526384 0.15127843 0.1530808
0.5 0.3; 27.08962649 41.23870423 33.11423594 -52.85040928; 0.18804143 0.19523968 0.15102985 0.15284142
0.5 0.3; 27.07485302 41.29575349 33.13004424 -52.81411694; 0.18798072 0.19521552 0.15078127 0.15260204
0.5 0.3; 27.06007956 41.35280275 33.14585255 -52.7778246; 0.18792002 0.19519135 0.15053269 0.15236265
0.5 0.3; 27.04530609 41.40985201 33.16166085 -52.74153226; 0.18785932 0.19516719 0.15028411 0.15212327
0.5 0.3; 27.03053262 41.46690127 33.17746916 -52.70523992; 0.18779861 0.19514302 0.15003553 0.15188389
0.5 0.3; 27.01575915 41.52395053 33.19327746 -52.66894758; 0.18773791 0.19511886 0.14978695 0.1516445
0.5 0.3; 27.00098568 41.58099979 33.20908577 -52.63265524; 0.18767721 0.19509469 0.14953837 0.15140512
0.5 0.3; 26.98621221 41.63804905 33.22489407 -52.5963629; 0.1876165 0.19507053 0.14928979 0.15116574
0.5 0.3; 26.97143874 41.69509831 33.24070237 -52.56007057; 0.1875558 0.19504637 0.14904121 0.15092635
0.5 0.3; 26.95666527 41.75214757 33.25651068 -52.52377823; 0.1874951 0.1950222 0.14879263 0.15068697
0.5 0.3; 26.9418918 41.80919683 33.27231898 -52.48748589; 0.18743439 0.19499804 0.14854405 0.15044758
0.5 0.3; 26.92711833 41.86624609 33.28812729 -52.45119355; 0.18737369 0.19497387 0.14829547 0.1502082
0.5 0.3; 26.91234486 41.92329535 33.30393559 -52.41490121; 0.18731299 0.19494971 0.14804689 0.14996882
0.5 0.3; 26.89757139 41.98034461 33.3197439 -52.37860887; 0.18725228 0.19492555 0.14779831 0.14972943
0.5 0.3; 26.88279792 42.03739387 33.3355522 -52.34231653; 0.18719158 0.19490138 0.14754974 0.14949005
0.5 0.3; 26.86802445 42.09444313 33.3513605 -52.30602419; 0.18713088 0.19487722 0.14730116 0.14925067
0.5 0.3; 26.85325098 42.15149239 33.36716881 -52.26973186; 0.18707017 0.19485305 0.14705258 0.14901128
0.5 0.3; 26.83847751 42.20854165 33.38297711 -52.23343952; 0.18700947 0.19482889 0.146804 0.1487719
0.5 0.3; 26.82370404 42.26559091 33.39878542 -52.19714718; 0.18694877 0.19480473 0.14655542 0.14853252
0.5 0.3; 26.80893057 42.32264017 33.41459372 -52.16085484; 0.18688806 0.19478056 0.14630684 0.14829313
0.5 0.3; 26.7941571 42.37968943 33.43040203 -52.1245625; 0.18682736 0.1947564 0.14605826 0.14805375
0.5 0.3; 26.77938363 42.43673869 33.44621033 -52.08827016; 0.18676665 0.19473223 0.14580968 0.14781436
0.5 0.3; 26.76461016 42.49378795 33.46201863 -52.05197782; 0.18670595 0.19470807 0.1455611 0.14757498
0.5 0.3; 26.74983669 42.55083721 33.47782694 -52.01568549; 0.18664525 0.19468391 0.14531252 0.1473356
0.5 0.3; 26.73506322 42.60788647 33.49363524 -51.97939315; 0.18658454 0.19465974 0.14506394 0.14709621
0.5 0.3; 26.72028976 42.66493573 33.50944355 -51.94310081; 0.18652384 0.19463558 0.14481536 0.14685683
0.5 0.3; 26.70551629 42.72198499 33.52525185 -51.90680847; 0.18646314 0.19461141 0.14456678 0.14661745
0.5 0.3; 26.69074282 42.77903425 33.54106016 -51.87051613; 0.18640243 0.19458725 0.1443182 0.14637806
0.5 0.3; 26.67596935 42.83608351 33.55686846 -51.83422379; 0.18634173 0.19456309 0.14406962 0.14613868
0.5 0.3; 26.66119588 42.89313277 33.57267676 -51.79793145; 0.18628103 0.19453892 0.14382104 0.14589929
0.5 0.3; 26.64642241 42.95018203 33.58848507 -51.76163911; 0.18622032 0.19451476 0.14357246 0.14565991
0.5 0.3; 26.63164894 43.00723129 33.60429337 -51.72534678; 0.18615962 0.19449059 0.14332388 0.14542053
0.5 0.3; 26.61687547 43.06428055 33.62010168 -51.68905444; 0.18609892 0.19446643 0.14307531 0.14518114
0.5 0.3; 26.602102 43.12132981 33.63590998 -51.6527621; 0.18603821 0.19444226 0.14282673 0.14494176
0.5 0.3; 26.58732853 43.17837907 33.65171828 -51.61646976; 0.18597751 0.1944181 0.14257815 0.14470238
0.5 0.3; 26.57255506 43.23542833 33.66752659 -51.58017742; 0.18591681 0.19439394 0.14232957 0.14446299
0.5 0.3; 26.55778159 43.29247759 33.68333489 -51.54388508; 0.1858561 0.19436977 0.14208099 0.14422361
0.5 0.3; 26.54300812 43.34952685 33.6991432 -51.50759274; 0.1857954 0.19434561 0.14183241 0.14398423
0.5 0.3; 26.52823465 43.40657611 33.7149515 -51.4713004; 0.1857347 0.19432144 0.14158383 0.14374484
0.5 0.3; 26.51346118 43.46362537 33.73075981 -51.43500807; 0.18567399 0.19429728 0.14133525 0.14350546
